Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
LLaVA,Burglary,medium,Burglary048_x264,55,18,0.3273,True,"[0.82, 0.81, 0.81, 0.81, 0.81, 0.8, 0.8, 0.8, 0.8, 0.8]"
LLaVA,Burglary,medium,Burglary049_x264,307,204,0.6645,True,"[0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93]"
LLaVA,Burglary,medium,Burglary050_x264,38,12,0.3158,True,"[0.82, 0.82, 0.81, 0.81, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78]"
LLaVA,Burglary,medium,Burglary051_x264,42,25,0.5952,True,"[0.85, 0.85, 0.83, 0.82, 0.81, 0.81, 0.81, 0.8, 0.8, 0.79]"
LLaVA,Burglary,medium,Burglary052_x264,332,14,0.0422,True,"[0.8, 0.8, 0.8, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78, 0.77]"
LLaVA,Burglary,medium,Burglary053_x264,109,9,0.0826,True,"[0.81, 0.81, 0.8, 0.8, 0.79, 0.78, 0.77, 0.77, 0.77]"
LLaVA,Burglary,medium,Burglary054_x264,15,9,0.6,True,"[0.84, 0.84, 0.84, 0.83, 0.82, 0.8, 0.79, 0.79, 0.77]"
LLaVA,Burglary,medium,Burglary055_x264,93,1,0.0108,True,[0.77]
LLaVA,Burglary,medium,Burglary056_x264,47,1,0.0213,True,[0.77]
LLaVA,Burglary,medium,Burglary057_x264,184,28,0.1522,True,"[0.83, 0.83, 0.83, 0.83, 0.81, 0.81, 0.81, 0.81, 0.81, 0.8]"
LLaVA,Burglary,medium,Burglary058_x264,381,331,0.8688,True,"[0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94]"
LLaVA,Burglary,medium,Burglary059_x264,14,7,0.5,True,"[0.8, 0.79, 0.79, 0.78, 0.78, 0.77, 0.76]"
LLaVA,Burglary,medium,Burglary060_x264,25,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary061_x264,299,5,0.0167,True,"[0.76, 0.76, 0.75, 0.74, 0.74]"
LLaVA,Burglary,medium,Burglary062_x264,375,10,0.0267,True,"[0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.75, 0.75]"
LLaVA,Burglary,medium,Burglary063_x264,141,39,0.2766,True,"[0.81, 0.79, 0.78, 0.78, 0.77, 0.77, 0.76, 0.76, 0.75, 0.75]"
LLaVA,Burglary,medium,Burglary064_x264,1620,1612,0.9951,True,"[0.94, 0.94, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93]"
LLaVA,Burglary,medium,Burglary065_x264,312,4,0.0128,True,"[0.81, 0.79, 0.75, 0.75]"
LLaVA,Burglary,medium,Burglary066_x264,73,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary067_x264,43,1,0.0233,True,[0.77]
LLaVA,Burglary,medium,Burglary068_x264,22,4,0.1818,True,"[0.83, 0.79, 0.77, 0.77]"
LLaVA,Burglary,medium,Burglary069_x264,70,4,0.0571,True,"[0.79, 0.78, 0.78, 0.77]"
LLaVA,Burglary,medium,Burglary070_x264,26,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary071_x264,119,8,0.0672,True,"[0.82, 0.8, 0.79, 0.78, 0.77, 0.77, 0.76, 0.75]"
LLaVA,Burglary,medium,Burglary072_x264,84,7,0.0833,True,"[0.84, 0.82, 0.82, 0.79, 0.79, 0.78, 0.77]"
LLaVA,Burglary,medium,Burglary073_x264,92,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary074_x264,74,38,0.5135,True,"[0.92, 0.88, 0.87, 0.87, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83]"
LLaVA,Burglary,medium,Burglary075_x264,519,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary076_x264,430,4,0.0093,True,"[0.81, 0.81, 0.79, 0.79]"
LLaVA,Burglary,medium,Burglary077_x264,63,27,0.4286,True,"[0.89, 0.88, 0.85, 0.85, 0.84, 0.84, 0.83, 0.83, 0.82, 0.82]"
LLaVA,Burglary,medium,Burglary078_x264,10,3,0.3,True,"[0.78, 0.77, 0.77]"
LLaVA,Burglary,medium,Burglary079_x264,495,66,0.1333,True,"[0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
LLaVA,Burglary,medium,Burglary080_x264,38,3,0.0789,True,"[0.79, 0.79, 0.75]"
LLaVA,Burglary,medium,Burglary081_x264,13,4,0.3077,True,"[0.82, 0.81, 0.8, 0.78]"
LLaVA,Burglary,medium,Burglary082_x264,92,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary083_x264,196,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary084_x264,150,61,0.4067,True,"[0.83, 0.81, 0.81, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.78]"
LLaVA,Burglary,medium,Burglary085_x264,96,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary086_x264,108,105,0.9722,True,"[0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.88]"
LLaVA,Burglary,medium,Burglary087_x264,73,38,0.5205,True,"[0.83, 0.83, 0.81, 0.81, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78]"
LLaVA,Burglary,medium,Burglary088_x264,162,63,0.3889,True,"[0.92, 0.92, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89]"
LLaVA,Burglary,medium,Burglary089_x264,111,1,0.009,True,[0.79]
LLaVA,Burglary,medium,Burglary090_x264,92,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary091_x264,110,22,0.2,True,"[0.82, 0.82, 0.8, 0.8, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78]"
LLaVA,Burglary,medium,Burglary092_x264,20,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary093_x264,25,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary094_x264,48,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary095_x264,1355,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary096_x264,220,38,0.1727,True,"[0.85, 0.81, 0.81, 0.81, 0.8, 0.8, 0.77, 0.77, 0.76, 0.76]"
LLaVA,Burglary,medium,Burglary097_x264,10,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary098_x264,30,30,1.0,True,"[0.97, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96]"
LLaVA,Burglary,medium,Burglary099_x264,44,4,0.0909,True,"[0.8, 0.8, 0.76, 0.75]"
LLaVA,Burglary,medium,Burglary100_x264,246,1,0.0041,True,[0.8]
LLaVA,Explosion,easy,Explosion001_x264,21,4,0.1905,True,"[0.78, 0.7, 0.66, 0.63]"
LLaVA,Explosion,easy,Explosion002_x264,133,9,0.0677,True,"[0.69, 0.67, 0.67, 0.65, 0.63, 0.62, 0.62, 0.58, 0.58]"
LLaVA,Explosion,easy,Explosion003_x264,19,1,0.0526,True,[0.73]
LLaVA,Explosion,easy,Explosion004_x264,63,1,0.0159,True,[0.74]
LLaVA,Explosion,easy,Explosion005_x264,23,9,0.3913,True,"[0.57, 0.56, 0.55, 0.52, 0.5, 0.5, 0.47, 0.45, 0.44]"
LLaVA,Explosion,easy,Explosion006_x264,64,14,0.2188,True,"[0.83, 0.81, 0.81, 0.81, 0.8, 0.78, 0.77, 0.73, 0.71, 0.7]"
LLaVA,Explosion,easy,Explosion007_x264,542,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion008_x264,58,20,0.3448,True,"[0.82, 0.8, 0.79, 0.78, 0.78, 0.77, 0.76, 0.75, 0.75, 0.74]"
LLaVA,Explosion,easy,Explosion009_x264,36,18,0.5,True,"[0.78, 0.78, 0.7, 0.7, 0.69, 0.68, 0.66, 0.65, 0.64, 0.63]"
LLaVA,Explosion,easy,Explosion010_x264,83,46,0.5542,True,"[0.78, 0.74, 0.74, 0.74, 0.74, 0.73, 0.73, 0.73, 0.73, 0.72]"
LLaVA,Explosion,easy,Explosion011_x264,52,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion012_x264,24,2,0.0833,True,"[0.78, 0.73]"
LLaVA,Explosion,easy,Explosion013_x264,110,19,0.1727,True,"[0.73, 0.7, 0.68, 0.67, 0.64, 0.64, 0.63, 0.63, 0.61, 0.6]"
LLaVA,Explosion,easy,Explosion014_x264,43,31,0.7209,True,"[0.76, 0.72, 0.72, 0.72, 0.71, 0.7, 0.7, 0.7, 0.7, 0.7]"
LLaVA,Explosion,easy,Explosion015_x264,29,3,0.1034,True,"[0.75, 0.68, 0.6]"
LLaVA,Explosion,easy,Explosion016_x264,32,7,0.2188,True,"[0.76, 0.67, 0.62, 0.59, 0.56, 0.56, 0.55]"
LLaVA,Explosion,easy,Explosion017_x264,54,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion018_x264,51,4,0.0784,True,"[0.76, 0.74, 0.72, 0.67]"
LLaVA,Explosion,easy,Explosion019_x264,11,1,0.0909,True,[0.69]
LLaVA,Explosion,easy,Explosion020_x264,43,4,0.093,True,"[0.82, 0.79, 0.77, 0.74]"
LLaVA,Explosion,easy,Explosion021_x264,26,7,0.2692,True,"[0.81, 0.76, 0.67, 0.58, 0.57, 0.53, 0.49]"
LLaVA,Explosion,easy,Explosion022_x264,119,6,0.0504,True,"[0.7, 0.68, 0.65, 0.56, 0.55, 0.51]"
LLaVA,Explosion,easy,Explosion023_x264,77,54,0.7013,True,"[0.83, 0.79, 0.78, 0.77, 0.77, 0.76, 0.76, 0.75, 0.74, 0.74]"
LLaVA,Explosion,easy,Explosion024_x264,41,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion025_x264,16,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion026_x264,86,18,0.2093,True,"[0.81, 0.75, 0.71, 0.7, 0.7, 0.69, 0.69, 0.69, 0.69, 0.65]"
LLaVA,Explosion,easy,Explosion027_x264,25,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion028_x264,56,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion029_x264,80,3,0.0375,True,"[0.49, 0.43, 0.42]"
LLaVA,Explosion,easy,Explosion030_x264,108,77,0.713,True,"[0.76, 0.73, 0.72, 0.72, 0.71, 0.71, 0.71, 0.7, 0.7, 0.7]"
LLaVA,Explosion,easy,Explosion032_x264,70,33,0.4714,True,"[0.86, 0.86, 0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.81, 0.81]"
LLaVA,Explosion,easy,Explosion033_x264,105,68,0.6476,True,"[0.78, 0.77, 0.77, 0.76, 0.76, 0.76, 0.75, 0.75, 0.75, 0.75]"
LLaVA,Explosion,easy,Explosion034_x264,13,11,0.8462,True,"[0.79, 0.78, 0.77, 0.77, 0.76, 0.76, 0.75, 0.74, 0.73, 0.71]"
LLaVA,Explosion,easy,Explosion035_x264,95,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion036_x264,177,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion037_x264,32,15,0.4688,True,"[0.87, 0.87, 0.87, 0.86, 0.85, 0.85, 0.84, 0.84, 0.82, 0.8]"
LLaVA,Explosion,easy,Explosion038_x264,90,29,0.3222,True,"[0.81, 0.81, 0.79, 0.79, 0.78, 0.77, 0.77, 0.76, 0.76, 0.76]"
LLaVA,Explosion,easy,Explosion039_x264,33,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion040_x264,152,7,0.0461,True,"[0.92, 0.92, 0.75, 0.73, 0.53, 0.52, 0.5]"
LLaVA,Explosion,easy,Explosion041_x264,91,31,0.3407,True,"[0.77, 0.76, 0.74, 0.73, 0.72, 0.69, 0.68, 0.67, 0.67, 0.66]"
LLaVA,Explosion,easy,Explosion042_x264,92,33,0.3587,True,"[0.97, 0.97, 0.97, 0.96, 0.94, 0.91, 0.87, 0.85, 0.83, 0.82]"
LLaVA,Explosion,easy,Explosion043_x264,254,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion044_x264,24,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion045_x264,25,1,0.04,True,[0.68]
LLaVA,Explosion,easy,Explosion046_x264,4730,652,0.1378,True,"[0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.86]"
LLaVA,Explosion,easy,Explosion047_x264,46,3,0.0652,True,"[0.73, 0.65, 0.58]"
LLaVA,Explosion,easy,Explosion048_x264,15,5,0.3333,True,"[0.63, 0.51, 0.49, 0.47, 0.46]"
LLaVA,Explosion,easy,Explosion050_x264,9,0,0.0,False,[]
LLaVA,Explosion,easy,Explosion051_x264,94,70,0.7447,True,"[0.88, 0.87, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.83, 0.83]"
LLaVA,Explosion,easy,Explosion052_x264,121,92,0.7603,True,"[0.75, 0.73, 0.73, 0.72, 0.72, 0.71, 0.71, 0.7, 0.7, 0.7]"
LLaVA,Explosion,hard,Explosion001_x264,21,3,0.1429,True,"[0.93, 0.82, 0.81]"
LLaVA,Explosion,hard,Explosion002_x264,133,6,0.0451,True,"[0.87, 0.85, 0.83, 0.82, 0.77, 0.75]"
LLaVA,Explosion,hard,Explosion003_x264,19,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion004_x264,63,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion005_x264,23,14,0.6087,True,"[0.92, 0.92, 0.91, 0.91, 0.91, 0.9, 0.89, 0.88, 0.88, 0.86]"
LLaVA,Explosion,hard,Explosion006_x264,64,11,0.1719,True,"[0.85, 0.85, 0.84, 0.84, 0.83, 0.77, 0.74, 0.73, 0.73, 0.71]"
LLaVA,Explosion,hard,Explosion007_x264,542,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion008_x264,58,19,0.3276,True,"[0.99, 0.99, 0.99, 0.99, 0.99, 0.98, 0.98, 0.98, 0.98, 0.98]"
LLaVA,Explosion,hard,Explosion009_x264,36,16,0.4444,True,"[0.95, 0.94, 0.93, 0.93, 0.89, 0.89, 0.89, 0.87, 0.87, 0.87]"
LLaVA,Explosion,hard,Explosion010_x264,83,36,0.4337,True,"[0.92, 0.92, 0.92, 0.91, 0.9, 0.89, 0.88, 0.88, 0.88, 0.88]"
LLaVA,Explosion,hard,Explosion011_x264,52,2,0.0385,True,"[0.73, 0.72]"
LLaVA,Explosion,hard,Explosion012_x264,24,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion013_x264,110,17,0.1545,True,"[0.9, 0.9, 0.9, 0.9, 0.89, 0.86, 0.86, 0.85, 0.85, 0.84]"
LLaVA,Explosion,hard,Explosion014_x264,43,31,0.7209,True,"[0.94, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93]"
LLaVA,Explosion,hard,Explosion015_x264,29,3,0.1034,True,"[0.87, 0.87, 0.74]"
LLaVA,Explosion,hard,Explosion016_x264,32,2,0.0625,True,"[0.72, 0.69]"
LLaVA,Explosion,hard,Explosion017_x264,54,1,0.0185,True,[0.79]
LLaVA,Explosion,hard,Explosion018_x264,51,9,0.1765,True,"[0.89, 0.86, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78, 0.77]"
LLaVA,Explosion,hard,Explosion019_x264,11,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion020_x264,43,3,0.0698,True,"[0.8, 0.79, 0.74]"
LLaVA,Explosion,hard,Explosion021_x264,26,17,0.6538,True,"[0.98, 0.92, 0.92, 0.9, 0.87, 0.87, 0.87, 0.86, 0.86, 0.85]"
LLaVA,Explosion,hard,Explosion022_x264,119,5,0.042,True,"[0.94, 0.94, 0.91, 0.9, 0.84]"
LLaVA,Explosion,hard,Explosion023_x264,77,53,0.6883,True,"[0.93, 0.91, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.86]"
LLaVA,Explosion,hard,Explosion024_x264,41,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion025_x264,16,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion026_x264,86,4,0.0465,True,"[0.77, 0.76, 0.76, 0.71]"
LLaVA,Explosion,hard,Explosion027_x264,25,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion028_x264,56,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion029_x264,80,4,0.05,True,"[0.81, 0.78, 0.73, 0.7]"
LLaVA,Explosion,hard,Explosion030_x264,108,76,0.7037,True,"[0.94, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91]"
LLaVA,Explosion,hard,Explosion032_x264,70,25,0.3571,True,"[0.91, 0.9, 0.9, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87]"
LLaVA,Explosion,hard,Explosion033_x264,105,65,0.619,True,"[0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91]"
LLaVA,Explosion,hard,Explosion034_x264,13,11,0.8462,True,"[0.99, 0.99, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.95, 0.92]"
LLaVA,Explosion,hard,Explosion035_x264,95,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion036_x264,177,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion037_x264,32,7,0.2188,True,"[0.85, 0.81, 0.75, 0.75, 0.74, 0.73, 0.73]"
LLaVA,Explosion,hard,Explosion038_x264,90,26,0.2889,True,"[0.96, 0.91, 0.89, 0.88, 0.87, 0.87, 0.86, 0.85, 0.84, 0.84]"
LLaVA,Explosion,hard,Explosion039_x264,33,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion040_x264,152,13,0.0855,True,"[0.98, 0.96, 0.96, 0.95, 0.95, 0.95, 0.95, 0.94, 0.93, 0.92]"
LLaVA,Explosion,hard,Explosion041_x264,91,60,0.6593,True,"[0.9, 0.89, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.85, 0.85]"
LLaVA,Explosion,hard,Explosion042_x264,92,84,0.913,True,"[0.97, 0.97, 0.97, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.95]"
LLaVA,Explosion,hard,Explosion043_x264,254,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion044_x264,24,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion045_x264,25,1,0.04,True,[0.92]
LLaVA,Explosion,hard,Explosion046_x264,4730,1612,0.3408,True,"[0.98, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96]"
LLaVA,Explosion,hard,Explosion047_x264,46,1,0.0217,True,[0.73]
LLaVA,Explosion,hard,Explosion048_x264,15,2,0.1333,True,"[0.78, 0.72]"
LLaVA,Explosion,hard,Explosion050_x264,9,0,0.0,False,[]
LLaVA,Explosion,hard,Explosion051_x264,94,70,0.7447,True,"[0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97]"
LLaVA,Explosion,hard,Explosion052_x264,121,87,0.719,True,"[0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91]"
LLaVA,Explosion,medium,Explosion001_x264,21,1,0.0476,True,[0.8]
LLaVA,Explosion,medium,Explosion002_x264,133,8,0.0602,True,"[0.85, 0.8, 0.8, 0.78, 0.76, 0.75, 0.73, 0.73]"
LLaVA,Explosion,medium,Explosion003_x264,19,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion004_x264,63,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion005_x264,23,3,0.1304,True,"[0.81, 0.79, 0.77]"
LLaVA,Explosion,medium,Explosion006_x264,64,8,0.125,True,"[0.76, 0.76, 0.73, 0.72, 0.71, 0.7, 0.68, 0.59]"
LLaVA,Explosion,medium,Explosion007_x264,542,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion008_x264,58,19,0.3276,True,"[0.92, 0.91, 0.91, 0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88]"
LLaVA,Explosion,medium,Explosion009_x264,36,10,0.2778,True,"[0.84, 0.84, 0.83, 0.81, 0.8, 0.79, 0.79, 0.78, 0.77, 0.67]"
LLaVA,Explosion,medium,Explosion010_x264,83,38,0.4578,True,"[0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84, 0.84, 0.83]"
LLaVA,Explosion,medium,Explosion011_x264,52,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion012_x264,24,2,0.0833,True,"[0.76, 0.74]"
LLaVA,Explosion,medium,Explosion013_x264,110,16,0.1455,True,"[0.88, 0.86, 0.84, 0.83, 0.83, 0.81, 0.81, 0.78, 0.78, 0.78]"
LLaVA,Explosion,medium,Explosion014_x264,43,29,0.6744,True,"[0.9, 0.89, 0.87, 0.86, 0.86, 0.84, 0.83, 0.83, 0.82, 0.81]"
LLaVA,Explosion,medium,Explosion015_x264,29,1,0.0345,True,[0.74]
LLaVA,Explosion,medium,Explosion016_x264,32,7,0.2188,True,"[0.81, 0.79, 0.77, 0.75, 0.73, 0.73, 0.69]"
LLaVA,Explosion,medium,Explosion017_x264,54,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion018_x264,51,15,0.2941,True,"[0.83, 0.79, 0.78, 0.77, 0.76, 0.76, 0.75, 0.72, 0.71, 0.7]"
LLaVA,Explosion,medium,Explosion019_x264,11,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion020_x264,43,2,0.0465,True,"[0.73, 0.73]"
LLaVA,Explosion,medium,Explosion021_x264,26,5,0.1923,True,"[0.86, 0.79, 0.75, 0.7, 0.7]"
LLaVA,Explosion,medium,Explosion022_x264,119,3,0.0252,True,"[0.87, 0.85, 0.84]"
LLaVA,Explosion,medium,Explosion023_x264,77,20,0.2597,True,"[0.89, 0.86, 0.86, 0.85, 0.85, 0.85, 0.84, 0.82, 0.81, 0.8]"
LLaVA,Explosion,medium,Explosion024_x264,41,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion025_x264,16,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion026_x264,86,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion027_x264,25,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion028_x264,56,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion029_x264,80,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion030_x264,108,81,0.75,True,"[0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85]"
LLaVA,Explosion,medium,Explosion032_x264,70,19,0.2714,True,"[0.84, 0.84, 0.83, 0.82, 0.81, 0.81, 0.81, 0.8, 0.8, 0.79]"
LLaVA,Explosion,medium,Explosion033_x264,105,59,0.5619,True,"[0.87, 0.87, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84]"
LLaVA,Explosion,medium,Explosion034_x264,13,11,0.8462,True,"[0.86, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84, 0.83]"
LLaVA,Explosion,medium,Explosion035_x264,95,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion036_x264,177,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion037_x264,32,7,0.2188,True,"[0.81, 0.77, 0.76, 0.75, 0.74, 0.71, 0.71]"
LLaVA,Explosion,medium,Explosion038_x264,90,11,0.1222,True,"[0.81, 0.79, 0.77, 0.75, 0.75, 0.72, 0.7, 0.7, 0.67, 0.66]"
LLaVA,Explosion,medium,Explosion039_x264,33,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion040_x264,152,17,0.1118,True,"[0.9, 0.89, 0.82, 0.81, 0.8, 0.79, 0.79, 0.75, 0.74, 0.68]"
LLaVA,Explosion,medium,Explosion041_x264,91,21,0.2308,True,"[0.77, 0.75, 0.75, 0.74, 0.74, 0.74, 0.73, 0.73, 0.71, 0.7]"
LLaVA,Explosion,medium,Explosion042_x264,92,12,0.1304,True,"[0.81, 0.8, 0.8, 0.79, 0.78, 0.78, 0.77, 0.77, 0.76, 0.74]"
LLaVA,Explosion,medium,Explosion043_x264,254,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion044_x264,24,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion045_x264,25,1,0.04,True,[0.76]
LLaVA,Explosion,medium,Explosion046_x264,4730,329,0.0696,True,"[0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87]"
LLaVA,Explosion,medium,Explosion047_x264,46,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion048_x264,15,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion050_x264,9,0,0.0,False,[]
LLaVA,Explosion,medium,Explosion051_x264,94,53,0.5638,True,"[0.86, 0.85, 0.85, 0.85, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82]"
LLaVA,Explosion,medium,Explosion052_x264,121,87,0.719,True,"[0.89, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86]"
LLaVA,Fighting,easy,Fighting002_x264,89,1,0.0112,True,[0.72]
LLaVA,Fighting,easy,Fighting003_x264,103,14,0.1359,True,"[0.76, 0.73, 0.73, 0.73, 0.7, 0.69, 0.68, 0.67, 0.63, 0.62]"
LLaVA,Fighting,easy,Fighting004_x264,559,47,0.0841,True,"[0.82, 0.82, 0.81, 0.81, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78]"
LLaVA,Fighting,easy,Fighting005_x264,59,0,0.0,False,[]
LLaVA,Fighting,easy,Fighting006_x264,31,10,0.3226,True,"[0.87, 0.86, 0.86, 0.86, 0.82, 0.81, 0.8, 0.78, 0.74, 0.71]"
LLaVA,Fighting,easy,Fighting007_x264,126,82,0.6508,True,"[0.8, 0.8, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77, 0.76, 0.76]"
LLaVA,Fighting,easy,Fighting008_x264,437,81,0.1854,True,"[0.97, 0.78, 0.77, 0.76, 0.76, 0.76, 0.75, 0.75, 0.75, 0.75]"
LLaVA,Fighting,easy,Fighting009_x264,71,1,0.0141,True,[0.67]
LLaVA,Fighting,easy,Fighting010_x264,195,6,0.0308,True,"[0.84, 0.83, 0.82, 0.78, 0.77, 0.71]"
LLaVA,Fighting,easy,Fighting011_x264,274,157,0.573,True,"[0.78, 0.74, 0.74, 0.73, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72]"
LLaVA,Fighting,easy,Fighting012_x264,38,0,0.0,False,[]
LLaVA,Fighting,easy,Fighting013_x264,47,28,0.5957,True,"[0.98, 0.97, 0.96, 0.96, 0.96, 0.96, 0.95, 0.94, 0.94, 0.93]"
LLaVA,Fighting,easy,Fighting014_x264,156,36,0.2308,True,"[0.98, 0.98, 0.97, 0.95, 0.95, 0.89, 0.89, 0.88, 0.87, 0.86]"
LLaVA,Fighting,easy,Fighting015_x264,330,8,0.0242,True,"[0.66, 0.65, 0.63, 0.61, 0.61, 0.6, 0.52, 0.49]"
LLaVA,Fighting,easy,Fighting016_x264,96,53,0.5521,True,"[0.86, 0.85, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.82]"
LLaVA,Fighting,easy,Fighting017_x264,69,0,0.0,False,[]
LLaVA,Fighting,easy,Fighting018_x264,46,8,0.1739,True,"[0.85, 0.83, 0.66, 0.66, 0.65, 0.64, 0.64, 0.61]"
LLaVA,Fighting,easy,Fighting019_x264,107,9,0.0841,True,"[0.74, 0.71, 0.71, 0.69, 0.67, 0.57, 0.54, 0.53, 0.49]"
LLaVA,Fighting,easy,Fighting020_x264,73,17,0.2329,True,"[0.76, 0.75, 0.75, 0.74, 0.74, 0.74, 0.73, 0.73, 0.72, 0.72]"
